date,state,cases,deaths
3/27/20,Missouri,671,9
3/27/20,Nevada,621,10
3/27/20,Oklahoma,322,8
3/27/20,Tennessee,1180,6
3/27/20,Virginia,606,14
3/27/20,Wisconsin,930,16
3/28/20,Alabama,720,4
3/28/20,Arizona,773,15
3/28/20,Kentucky,394,9
3/28/20,Maryland,1066,10
3/28/20,Mississippi,669,13
3/28/20,Missouri,838,10
3/28/20,Nevada,738,14
3/28/20,Oklahoma,377,15
3/28/20,Tennessee,1364,6
3/28/20,Virginia,740,17
3/28/20,Wisconsin,1042,17
3/29/20,Alabama,830,5
3/29/20,Arizona,929,18
3/29/20,Kentucky,439,9
3/29/20,Maryland,1244,11
3/29/20,Mississippi,759,14
3/29/20,Missouri,903,12
3/29/20,Nevada,920,15
3/29/20,Oklahoma,429,16
3/29/20,Tennessee,1570,7
3/29/20,Virginia,890,22
3/29/20,Wisconsin,1120,17
3/30/20,Alabama,947,11
3/30/20,Arizona,1169,20
3/30/20,Kentucky,480,11
3/30/20,Maryland,1414,15
3/30/20,Mississippi,848,16
3/30/20,Missouri,1050,13
3/30/20,Nevada,1044,18
3/30/20,Oklahoma,481,17
3/30/20,Tennessee,1721,13
3/30/20,Virginia,1021,26
3/30/20,Wisconsin,1267,20
3/31/20,Alabama,999,13
3/31/20,Arizona,1298,24
3/31/20,Kentucky,590,18
3/31/20,Maryland,1662,18
3/31/20,Mississippi,937,20
3/31/20,Missouri,1351,15
3/31/20,Nevada,1113,26
3/31/20,Oklahoma,566,23
3/31/20,Tennessee,2049,13
3/31/20,Virginia,1250,27
3/31/20,Wisconsin,1351,25
4/1/20,Alabama,1106,28
4/1/20,Arizona,1413,29
4/1/20,Kentucky,682,20
4/1/20,Maryland,1985,33
4/1/20,Mississippi,1073,22
4/1/20,Missouri,1581,18
4/1/20,Nevada,1279,32
4/1/20,Oklahoma,719,30
4/1/20,Tennessee,2690,23
4/1/20,Virginia,1511,34
4/1/20,Wisconsin,1550,33
4/2/20,Alabama,1270,32
4/2/20,Arizona,1600,35
4/2/20,Kentucky,755,34
4/2/20,Maryland,2331,36
4/2/20,Mississippi,1177,26
4/2/20,Missouri,1834,24
4/2/20,Nevada,1458,38
4/2/20,Oklahoma,879,34
4/2/20,Tennessee,2869,32
4/2/20,Virginia,1706,41
4/2/20,Wisconsin,1730,37
4/3/20,Alabama,1535,38
4/3/20,Arizona,1769,41
4/3/20,Kentucky,770,34
4/3/20,Maryland,2758,42
4/3/20,Mississippi,1358,29
4/3/20,Missouri,2113,31
4/3/20,Nevada,1549,43
4/3/20,Oklahoma,988,38
4/3/20,Tennessee,3032,36
4/3/20,Virginia,2012,46
4/3/20,Wisconsin,1916,49
4/4/20,Alabama,1633,44
4/4/20,Arizona,2019,53
4/4/20,Kentucky,917,40
4/4/20,Maryland,3125,54
4/4/20,Mississippi,1455,35
4/4/20,Missouri,2291,44
4/4/20,Nevada,1758,46
4/4/20,Oklahoma,1159,42
4/4/20,Tennessee,3265,47
4/4/20,Virginia,2407,52
4/4/20,Wisconsin,2112,60
4/5/20,Alabama,1841,45
4/5/20,Arizona,2269,64
4/5/20,Kentucky,1048,44
4/5/20,Maryland,3609,68
4/5/20,Mississippi,1638,43
4/5/20,Missouri,2367,52
4/5/20,Nevada,1880,46
4/5/20,Oklahoma,1252,46
4/5/20,Tennessee,3538,50
4/5/20,Virginia,2637,52
4/5/20,Wisconsin,2267,73
4/6/20,Alabama,2006,53
4/6/20,Arizona,2465,67
4/6/20,Kentucky,1057,52
4/6/20,Maryland,4045,92
4/6/20,Mississippi,1738,51
4/6/20,Missouri,2722,56
4/6/20,Nevada,1971,58
4/6/20,Oklahoma,1327,51
4/6/20,Tennessee,3753,65
4/6/20,Virginia,2878,54
4/6/20,Wisconsin,2440,83
